Player_Name,Team,Number,Position,Salary,Height,Weight,Birthdate,Age,Experience,College,City,State,Race
"Nicks, Carl",TB,77,OL,9500000,77,349,5/14/1985,28,6,Nebraska,"San Francisco, CA",california,Black
"Nicks, Hakeem",NYG,88,WR,2508000,73,208,1/14/1988,25,5,North Carolina,"Charlotte, NC",north carolina,Black
"Ninkovich, Rob",NE,50,DE,2000000,74,260,2/1/1984,29,8,Purdue,"New Lennox, IL",illinois,White
"Nissley, Adam",ATL,86,TE,480000,78,267,5/6/1988,25,0,Central Florida,,,White
"Nix, Lucas",OAK,76,OL,480000,77,320,9/28/1989,24,2,Pittsburgh,"Clairton, PA",pennsylvania,White
"Norman, Josh",CAR,24,CB,574750,72,200,12/15/1987,26,2,Coastal Carolina,"Greenwood, SC",south carolina,Black
"Nortman, Brad",CAR,8,P,544670,74,210,9/12/1989,24,2,Wisconsin,"St. Franics, WI",wisconsin,White
"Norwood, Jordan",CLE,10,WR,630000,71,180,9/29/1986,27,3,Penn State,"Honolulu, HI",hawaii,Black
"Novak, Nick",SD,9,K,815750,72,198,8/21/1981,32,6,Maryland,"San Diego, CA",california,White
"Nugent, Mike",CIN,2,K,1750000,70,190,3/2/1982,31,9,Ohio State,"Kettering, OH",ohio,White
"Nwaneri, Uche",JAC,77,OL,4183500,75,310,3/20/1984,29,7,Purdue,"Dallas, TX",texas,Black
"Nzegwu, Louis",CAR,50,DE,,76,260,5/15/1989,24,0,Wisconsin,,,Black
"Odrick, Jared",MIA,98,DE,2614388,77,302,12/31/1987,25,4,Penn State,"Lancaster, PA",pennsylvania,Mixed
"Ogbonnaya, Chris",CLE,25,RB,712500,72,225,5/20/1986,27,4,Texas,"Houston, TX",texas,Black
"Ogletree, Alec",STL,52,LB,1757509,74,242,9/25/1991,22,0,Georgia,,georgia,Black
"Ogletree, Kevin",TB,85,WR,1300000,73,198,8/5/1987,26,5,Virginia,"Queens, NY",new york,Black
"Oher, Michael",BAL,74,OL,2699000,76,315,5/28/1986,27,5,Mississippi,"Memphis, TN",tennessee,Black
"Ohrnberger, Rich",SD,74,C,1650000,74,300,2/14/1986,27,5,Penn State,"East Meadow, NY",new york,White
"Okafor, Alex",ARI,57,LB,658607,76,261,2/8/1991,22,0,Texas,"Dallas, TX",texas,Black
"Okoye, Lawrence",SF,78,DE,496000,78,304,10/6/1991,22,0,No College,"Croydon, England",England,Black
"Okung, Russell",SEA,76,OL,8083333,77,310,10/7/1987,26,4,Oklahoma State,"Fort Bend, TX",texas,Black
"Olawale, Jamize",OAK,49,RB,435000,73,240,4/17/1989,24,1,North Texas,"San Francisco, CA",california,Black
"Olsen, Eric",NO,69,OL,555000,75,305,6/16/1988,25,3,Notre Dame,"Staten Island, NY",new york,White
"Olsen, Seth",MIN,72,OL,670000,77,305,12/17/1985,28,4,Iowa,"Wilmar, MN",minnesota,White
"Orakpo, Brian",WAS,98,LB,3067200,76,257,7/31/1986,27,5,Texas,"Houston, TX",texas,Black
"Orlovsky, Dan",TB,6,QB,905000,77,230,8/18/1983,30,9,Connecticut,"Bridgeport, CT",connecticut,White
"Orton, Greg",DEN,89,WR,405000,75,199,12/17/1986,27,0,Purdue,,,Black
"Orton, Kyle",DAL,18,QB,,76,228,11/14/1982,31,9,Purdue,"Altoona, IA",iowa,White
"Osemele, Kelechi",BAL,72,OL,836468,77,330,6/24/1989,24,2,Iowa State,"Houston, TX",texas,Black
"Osweiler, Brock",DEN,17,QB,879170,80,240,11/22/1990,23,2,Arizona State,"Coeur D'Alene, ID",idaho,White
"Otto, Michael",TEN,66,OL,1600000,77,310,7/24/1983,30,6,Purdue,"Kokomo, IN",indiana,White
"Overton, Matt",IND,45,LS,480000,73,242,7/6/1985,28,2,Western Washington,"San Leandro, CA",california,White
"Owens, Chris",CLE,21,CB,1000000,69,180,12/1/1986,27,5,San Jose State,"Los Angeles, CA",california,Black
"Owens, Montell",DET,34,RB,1250000,70,225,5/4/1984,29,8,Maine,"Plainfield, NJ",new jersey,Black
"Ozougwu, Cheta",CHI,95,DE,480000,74,255,11/18/1988,25,2,Rice,"Houston, TX",texas,Black
"Pace, Calvin",NYJ,97,LB,1005000,76,265,10/28/1980,33,11,Wake Forest,"Detroit, MI",michigan,Black
"Paea, Stephen",CHI,92,DL,921476,73,300,5/11/1988,25,3,Oregon State,"Auckland, New Zealand",New Zealand,Asian/Pacific Islander
"Page, Eric",TB,17,WR,405000,70,180,9/23/1991,22,1,Toledo,,,Mixed
"Painter, Curtis",NYG,17,QB,630000,76,230,6/24/1985,28,4,Purdue,"New Orleans, LA",louisiana,White
"Palmer, Ashlee",DET,58,LB,1625000,73,236,4/7/1986,27,5,Mississippi,"Los Angeles, CA",california,Black
"Palmer, Carson",ARI,3,QB,8000000,77,235,12/27/1979,33,11,USC,"Fresno, CA",california,White
"Palmer, Michael",PIT,81,TE,,77,252,1/18/1988,25,4,Clemson,"Tucker, GA",georgia,White
"Palmer, Nate",GB,51,LB,564724,74,248,9/23/1989,24,0,Illinois State,,,Black
"Palmer, Nathan",IND,10,WR,483333,71,198,4/14/1989,24,2,Northern Illinois,"Elkhart, IN",indiana,Black
"Parnell, Jeremy",DAL,78,OL,3500000,78,307,7/20/1986,27,4,Mississippi,"Blytheville, AR",arkansas,Black
"Pascoe, Bear",NYG,86,TE,892500,77,283,2/23/1986,27,5,Fresno State,"Bakersfield, CA",california,White
"Pasztor, Austin",JAC,67,OL,435000,79,308,11/26/1990,23,1,Virginia,"Langton, Ontario",Ontario,White
"Patrick, Johnny",SD,26,CB,495000,71,190,8/17/1988,25,3,Louisville,"De Land, FL",florida,Black
"Patterson, Cordarrelle",MIN,84,WR,1805262,74,220,3/17/1991,22,0,Tennessee,,,Black
"Patterson, Dimitri",MIA,24,CB,5350000,70,200,6/18/1983,30,7,Tuskegee,"Miami, FL",florida,Black
"Patterson, Mike",NYG,93,DL,905000,73,300,9/1/1983,30,9,USC,"Sacramento, CA",california,Black
"Patton, Quinton",SF,11,WR,637875,72,204,8/9/1990,23,0,Louisiana Tech,,,Black
"Paul, Niles",WAS,84,TE,555413,73,233,8/9/1989,24,3,Nebraska,"Omaha, NE",nebraska,Black
"Paulsen, Logan",WAS,82,TE,2333333,77,261,2/26/1987,26,4,UCLA,"Northridge, CA",california,White
"Paulson, David",PIT,81,TE,536474,76,246,2/22/1989,24,2,Oregon,"Renton, WA",washington,White
"Paysinger, Spencer",NYG,52,LB,466000,74,236,6/28/1988,25,3,Oregon,"Los Angeles, CA",california,Black
"Pead, Isaiah",STL,24,RB,1009525,70,197,12/14/1989,24,2,Cincinnati,"Columbus, OH",ohio,Black
"Pears, Erik",BUF,79,OL,2450000,80,316,6/25/1982,31,8,Colorado State,,,White
"Peerman, Cedric",CIN,30,RB,1257500,70,211,10/10/1986,27,4,Virginia,"Lynchburg, VA",virginia,Black
"Peko, Domata",CIN,94,DL,4328571,75,322,11/27/1984,29,8,Michigan State,"Los Angeles, CA",california,Asian/Pacific Islander
"Penn, Donald",TB,70,OL,6950000,77,340,4/27/1983,30,8,Utah State,"Los Angeles, CA",california,Black
"Peppers, Julius",CHI,90,DE,14000000,79,287,1/18/1980,33,12,North Carolina,"Wilson, NC",north carolina,Black
"Perry, Nick",GB,53,LB,1874813,75,265,4/12/1990,23,2,USC,"Detroit, MI",michigan,Black
"Person, Mike",SEA,75,OL,568633,76,299,6/17/1988,25,3,Montana State,"Glendive, MT",montana,White
"Peters, Jason",PHI,71,OL,10109500,76,340,1/22/1982,31,10,Arkansas,"Queen City, TX",texas,Black
"Peterson, Adrian",MIN,28,RB,13714286,73,217,3/21/1985,28,7,Oklahoma,"Palestine, TX",texas,Black
"Peterson, Patrick",ARI,21,CB,4607375,73,219,7/11/1990,23,3,LSU,"Fort Lauderdale, FL",florida,Black
"Pettigrew, Brandon",DET,87,TE,2560000,77,265,2/23/1985,28,5,Oklahoma State,"Tyler, TX",texas,Black
"Pettis, Austin",STL,18,WR,673319,75,207,2/8/1988,25,3,Boise State,"Los Angeles, CA",california,Mixed
"Phillips, Jason",PHI,52,LB,730000,73,240,2/14/1986,27,5,Texas Christian,"Goodwell, OK",oklahoma,White
"Phillips, John",SD,83,TE,675000,77,251,6/11/1987,26,5,Virginia,"Lowmoor, VA",virginia,White
"Phillips, Shaun",DEN,90,LB,1000000,75,255,5/13/1981,32,10,Purdue,"Philadelphia, PA",pennsylvania,Black
"Pianalto, Zack",CAR,80,TE,480000,76,250,5/27/1989,24,2,North Carolina,"Springdale, AR",arkansas,White
"Pickett, Ryan",GB,79,DL,6187500,74,340,10/8/1979,34,13,Ohio State,"Zephyrhills, FL",florida,Black
"Pierce, Bernard",BAL,30,RB,663986,72,218,5/10/1990,23,2,Temple,"Ardmore, PA",pennsylvania,Black
"Pierre-Paul, Jason",NYG,90,DE,4010000,77,278,1/1/1989,24,4,South Florida,"Deerfield Beach, FL",florida,Black
"Pilares, Kealoha",CAR,81,WR,563878,70,205,2/20/1988,25,3,Hawaii,"Honolulu, HI",hawaii,Asian/Pacific Islander
"Pinkston, Jason",CLE,62,OL,570000,76,305,9/5/1987,26,3,Pittsburgh,"Pittsburgh, PA",pennsylvania,Black
"Pitoitua, Ropati",TEN,92,DE,1000000,80,315,4/6/1985,28,4,Washington State,,Samoa,Asian/Pacific Islander
"Pitta, Dennis",BAL,88,TE,2023000,76,245,6/29/1985,28,4,Brigham Young,"Fresno, CA",california,White
"Pleasant, Eddie",HOU,35,S,430000,70,202,12/17/1988,25,1,Oregon,"Compton, CA",california,Black
"Pocic, Graham",STL,73,C,495000,79,310,4/5/1990,23,0,Illinois,,illinois,White
"Podlesh, Adam",CHI,8,P,2000000,71,200,8/11/1983,30,7,Maryland,"Rochester, NY",new york,White
"Poe, Dontari",KC,92,NT,2830002,75,346,8/18/1990,23,2,Memphis,"Memphis, TN",tennessee,Black
"Pointer, Quinton",STL,33,CB,480000,69,186,4/16/1988,25,2,nevada-Las Vegas,"Fort Myers, FL",florida,Black
"Polamalu, Troy",PIT,43,S,9125000,70,207,4/19/1981,32,11,USC,"Garden Grove, CA",california,Asian/Pacific Islander
"Polk, Chris",PHI,32,RB,480000,71,222,12/16/1989,24,2,Washington,"San Pedro, CA",california,Black
"Pollak, Mike",CIN,67,OL,780000,75,300,2/16/1985,28,6,Arizona State,"Scottsdale, AZ",arizona,White
"Pollard, Bernard",TEN,31,S,2000000,73,225,12/23/1984,29,8,Purdue,"Fort Wayne, IN",indiana,Black
"Polumbus, Tyler",WAS,74,OL,1000000,80,305,4/10/1985,28,5,Colorado,"Denver, CO",colorado,White
"Ponder, Christian",MIN,7,QB,2537500,74,229,2/25/1988,25,3,Florida State,"Dallas, TX",texas,White
"Porter, Sean",CIN,56,LB,647325,73,237,1/12/1991,22,0,Texas A&M,,,Black
"Porter, Tracy",OAK,24,CB,1187500,71,188,8/11/1986,27,6,Indiana,"Port Allen, LA",louisiana,Black
"Posey, DeVier",HOU,11,WR,740523,73,208,3/15/1990,23,2,Ohio State,"Redwood City, CA",california,Black
"Posluszny, Paul",JAC,51,LB,7500000,74,242,10/10/1984,29,7,Penn State,"Butler, PA",pennsylvania,White
"Potter, Nate",ARI,76,OL,539856,77,295,5/16/1988,25,2,Boise State,"Denver, CO",colorado,White
"Pouncey, Maurkice",PIT,53,C,3592000,76,304,7/24/1989,24,4,Florida,"Ardmore, OK",oklahoma,Black
"Pouncey, Mike",MIA,51,C,2314924,77,305,7/24/1989,24,3,Florida,"Ardmore, OK",oklahoma,Black
"Powe, Jerrell",KC,95,NT,535920,74,331,3/15/1987,26,3,Mississippi,"Buckatunna, MS",mississippi,Black
"Powell, Bilal",NYJ,29,RB,610000,70,204,10/27/1988,25,3,Louisville,"Lakeland, FL",florida,Black
"Powell, Shawn",BUF,6,P,481000,76,243,11/29/1988,25,2,Florida State,,,White
"Powers, Jerraud",ARI,25,CB,3500000,70,187,7/19/1987,26,5,Auburn,"Decatur, AL",alabama,Black
"Poyer, Jordan",PHI,33,CB,555064,72,191,4/25/1991,22,0,Oregon State,"Dallas, OR",oregon,Mixed
"Prater, Matt",DEN,5,K,3250000,70,195,8/10/1984,29,7,Central Florida,"Mayfield Heights, OH",ohio,White
"Preston, Michael",TEN,14,WR,435000,77,206,6/1/1989,24,1,Heidelberg,"Cleveland, OH",ohio,Black
"Price, Taylor",JAC,15,WR,661145,73,195,10/8/1987,26,4,Ohio U.,"Hillard, OH",ohio,Black
"Progar, Sean",NYJ,59,LB,,75,250,6/7/1990,23,0,Northern Illinois,"Park Ridge, IL",illinois,Black
"Prosinski, Chris",JAC,42,S,660036,73,208,4/28/1987,26,3,Wyoming,"Newcastle, WY",wyoming,White
"Pryor, Lonnie",JAC,34,RB,,72,224,2/22/1990,23,0,Florida State,,,Black
"Pryor, Terrelle",OAK,6,QB,590000,76,233,6/20/1989,24,3,Ohio State,"Jeannette, PA",pennsylvania,Black
"Pugh, Jordan",WAS,32,S,468319,71,210,1/29/1988,25,4,Texas A&M,"Cincinnati, OH",ohio,Black
"Pugh, Justin",NYG,72,OL,2086475,77,297,8/1/1990,23,0,Syracuse,,,White
"Purcell, Mike",SF,64,NT,496000,75,303,4/20/1991,22,0,Wyoming,,,Asian/Pacific Islander
"Purdum, Tanner",NYJ,46,LS,745000,75,270,8/15/1984,29,4,Baker,"Enid, OK",oklahoma,White
"Quarless, Andrew",GB,81,TE,703856,76,252,10/6/1988,25,4,Penn State,"Brooklyn, NY",new york,Black
"Quessenberry, David",HOU,77,OL,568363,77,307,8/24/1990,23,0,San Jose State,,,White
"Quick, Brian",STL,83,WR,1346384,75,220,6/5/1989,24,2,Appalachian State,"Columbia, SC",south carolina,Black
"Quin, Glover",DET,27,S,4700000,72,209,1/15/1986,27,5,New Mexico,"McComb, MS",mississippi,Black
"Quinn, Robert",STL,94,DE,2359013,76,264,5/18/1990,23,3,North Carolina,"Ladson, SC",south carolina,Black
"Rackley, Will",JAC,65,OL,728569,75,310,10/11/1989,24,3,Lehigh,"Jonesboro, GA",georgia,Black
"Raiola, Dominic",DET,51,C,5000000,73,295,12/30/1978,34,13,Nebraska,"Honolulu, HI",hawaii,White
"Raji, B.J.",GB,90,NT,5386000,74,337,7/11/1986,27,5,Boston College,"New York, NY",new york,Black
"Rambo, Bacarri",WAS,29,S,565418,72,215,6/27/1990,23,0,Georgia,,florida,Black
"Ramirez, Manny",DEN,66,OL,707500,75,320,2/13/1983,30,7,Texas Tech,"Houston, TX",texas,Hispanic
"Randle, Joseph",DAL,35,RB,587205,72,198,12/29/1991,21,0,Oklahoma State,"Wichita, KS",kansas,Black
"Randle, Rueben",NYG,82,WR,822983,74,208,5/7/1991,22,2,LSU,"Bastrop, LA",louisiana,Black
"Ratliff, Jay",DAL,90,NT,6946429,76,303,8/29/1981,32,9,Auburn,"St. Petersburg, FL",florida,Black
"Rayford, Caesar",IND,49,LB,,79,267,3/4/1986,27,0,Washington,"Spanaway, WA",washington,Black
"Raymond, Mistral",MIN,41,S,534483,73,202,9/7/1987,26,3,South Florida,"Palmetto, FL",florida,Black
"Redding, Cory",IND,90,DE,3500000,76,318,11/15/1980,33,11,Texas,"Houston, TX",texas,Black
"Redman, Isaac",PIT,33,RB,1323000,72,230,11/10/1984,29,4,Bowie State,"Paulsboro, NJ",new jersey,Black
"Reece, Marcel",OAK,45,FB,981500,73,255,6/23/1985,28,5,Washington,"Los Angeles, CA",california,Black
"Reed, Brooks",HOU,58,LB,1175441,75,256,2/28/1987,26,3,Arizona,"Tucson, AZ",arizona,White
"Reed, Ed",HOU,20,S,5000000,71,205,9/11/1978,35,12,Miami (Fla.),"St. Rose, LA",louisiana,Black
"Reed, Jordan",WAS,86,TE,677278,74,243,7/3/1990,23,0,Florida,"New London, CT",connecticut,Black
"Reid, Eric",SF,,S,2120184,73,213,12/10/1991,22,0,LSU,"Baton Rouge, LA",louisiana,Black
"Reid, Jah",BAL,76,OL,650810,79,340,7/21/1988,25,3,Central Florida,"Kissimmee, FL",florida,Mixed
"Reiff, Riley",DET,71,OL,2010838,78,313,12/1/1988,25,2,Iowa,"Parkston, SD",south dakota,White
"Reisner, Allen",JAC,87,TE,510000,75,255,9/29/1988,25,2,Iowa,"Marion, IA",iowa,White
"Reitz, Joe",IND,76,OL,555000,79,323,8/24/1985,28,3,Western Michigan,"Indianapolis, IN",indiana,White
"Renfree, Sean",ATL,12,QB,551474,77,225,4/28/1990,23,0,Duke,,,White
"Reuland, Konrad",NYJ,88,TE,435000,77,260,4/4/1987,26,2,Stanford,"Springfield, OH",ohio,White
"Revis, Darrelle",TB,24,CB,16000000,71,198,7/14/1985,28,7,Pittsburgh,"Aliquippa, PA",pennsylvania,Black
"Rey, Vincent",CIN,57,LB,630000,74,250,9/6/1987,26,3,Duke,"Brooklyn, NY",new york,Black
"Reyes, Kendall",SD,91,DE,1758333,76,300,9/26/1989,24,2,Connecticut,"Chelsea, MA",massachusetts,Black
"Reynaud, Darius",TEN,25,RB,1015000,69,201,12/29/1984,28,5,West Virginia,"Luling, LA",louisiana,Black
"Reynolds, Chase",STL,34,RB,450000,72,200,10/22/1987,26,1,Montana,,,White
"Reynolds, Garrett",ATL,75,OL,1721875,79,310,7/1/1987,26,5,North Carolina,"Knoxville, TN",tennessee,White
"Reynolds, LaRoy",JAC,56,LB,,73,243,11/3/1990,23,0,Virginia,,,Black
"Rhodes, Xavier",MIN,29,CB,1951626,73,210,6/19/1990,23,0,Florida State,"Miami, FL",florida,Black
"Rice, Ray",BAL,27,RB,7000000,68,212,1/22/1987,26,6,Rutgers,"New Rochelle, NY",new york,Black
"Rice, Sidney",SEA,18,WR,8200000,76,202,9/1/1986,27,7,South Carolina,"Gaffney, SC",south carolina,Black
"Richardson, Barry",TEN,78,OL,715000,78,319,5/15/1986,27,6,Clemson,"Mount Pleasant, SC",south carolina,Black
"Richardson, Daryl",STL,26,RB,536474,70,196,4/12/1990,23,2,Abilene Christian,"Vernon, TX",texas,Black
"Richardson, Sean",GB,28,S,481667,74,216,1/21/1990,23,2,Vanderbilt,"Fort Campbell, TN",tennessee,Black
"Richardson, Sheldon",NYJ,91,DL,2513500,75,294,11/30/1990,23,0,Missouri,"St. Louis, MO",missouri,Black
"Richardson, Trent",CLE,33,RB,5122449,69,230,7/10/1991,22,2,Alabama,"Pensacola, FL",florida,Black
"Riddick, Theo",DET,41,RB,562750,69,200,5/4/1991,22,0,Notre Dame,"Manville, NJ",new jersey,Black
"Ridley, Stevan",NE,22,RB,738375,71,220,1/27/1989,24,3,LSU,"Natchez, MS",mississippi,Black
"Riley, Perry",WAS,56,LB,580000,72,238,5/3/1988,25,4,LSU,"Atlanta, GA",georgia,Black
"Rinehart, Chad",SD,78,OL,,77,321,5/4/1985,28,6,Northern Iowa,"Boone, IA",iowa,White
"Rivera, Mychal",OAK,81,TE,566213,75,245,9/8/1990,23,0,Tennessee,"Los Angeles, CA",california,Hispanic
"Rivers, Gerald",STL,99,DE,495667,77,249,6/22/1990,23,0,Mississippi,,,Black
"Rivers, Keith",NYG,55,LB,800000,74,235,5/5/1986,27,5,USC,"Riverside, CA",california,Black
"Rivers, Philip",SD,17,QB,1250000,77,228,12/8/1981,32,10,North Carolina State,"Decatur, AL",alabama,White
"Roach, Nick",OAK,53,LB,3250000,73,234,6/16/1985,28,7,Northwestern,"Milwaukee, WI",wisconsin,Black
"Roberts, Andre",ARI,12,WR,667050,71,195,1/9/1988,25,4,The Citadel,"Columbia, SC",south carolina,Black
"Robertson, Craig",CLE,53,LB,435000,73,229,2/11/1988,25,2,North Texas,"Stafford, TX",texas,Black
"Robertson, Travian",ATL,92,NT,536474,76,304,12/9/1988,25,2,South Carolina,"Laurinburg, NC",north carolina,Black
"Robey, Nickell",BUF,37,CB,,68,165,1/17/1992,21,0,USC,,,Black
"Robinson, Adrien",NYG,81,TE,621413,76,264,9/23/1988,25,2,Cincinnati,"Indianapolis, IN",indiana,Black
"Robinson, Aldrick",WAS,11,WR,415000,70,181,9/24/1988,25,2,Southern Methodist,"Dallas, TX",texas,Black
"Robinson, Denard",JAC,29,RB,593403,72,197,9/22/1990,23,0,Michigan,,,Black
"Robinson, Dunta",KC,21,CB,4600000,70,183,4/11/1982,31,10,South Carolina,"Athens, GA",georgia,Black
"Robinson, Josh",MIN,21,CB,756250,70,199,1/8/1991,22,2,Central Florida,"Fort Lauderdale, FL",florida,Black
"Robinson, Keenan",WAS,52,LB,630027,75,238,7/7/1989,24,2,Texas,"Omaha, NE",nebraska,Black
"Robinson, Khiry",NO,29,RB,1870400,72,220,12/28/1989,23,0,West Texas A&M,,,Black
"Robinson, Patrick",NO,21,CB,615000,71,191,9/7/1987,26,4,Florida State,"Miami, FL",florida,Black
"Robinson, Ryan",OAK,58,DE,,76,255,12/9/1990,23,0,Oklahoma State,"Charleston, WV",west virginia,Black
"Robinson, Trevor",CIN,66,C,482000,77,300,5/16/1990,23,2,Notre Dame,"Kearney, NE",nebraska,White
"Robinson, Zac",CIN,5,QB,525000,75,208,9/29/1986,27,2,Oklahoma State,"Littleton, CO",colorado,White
"Robison, Brian",MIN,96,DE,4500000,75,259,4/27/1983,30,7,Texas,"Houston, TX",texas,White
"Rocca, Sav",WAS,6,P,1120000,77,263,11/20/1973,40,7,No College,"Lakeside, Australia",Australia,White
"Rodgers, Aaron",GB,12,QB,18678571,74,225,12/2/1983,30,9,California,"Chico, CA",california,White
"Rodgers, Jacquizz",ATL,32,RB,557750,66,196,2/6/1990,23,3,Oregon State,"Richmond, TX",texas,Black
"Rodgers-Cromartie, Dominique",DEN,45,CB,5000000,74,193,4/7/1986,27,6,Tennessee State,"Bradenton, FL",florida,Black
"Rodriguez, Evan",MIA,48,FB,636300,74,245,9/21/1988,25,2,Temple,"Bronx, NY",new york,Hispanic
"Roethlisberger, Ben",PIT,7,QB,12750000,77,241,3/2/1982,31,10,Miami (Ohio),"Lima, OH",ohio,White
"Rogers, Carlos",SF,22,CB,7313281,72,192,7/2/1981,32,9,Auburn,"Augusta, GA",georgia,Black
"Rogers, Justin",BUF,26,CB,526875,71,181,1/16/1988,25,3,Richmond,"Baton Rouge, LA",louisiana,Black
"Rogers, Shaun",NYG,95,DL,960000,76,350,3/12/1979,34,13,Texas,"Houston, TX",texas,Black
"Rolle, Antrel",NYG,26,S,7400000,72,206,12/16/1982,31,9,Miami (Fla.),"Homestead, FL",florida,Black
"Romo, Tony",DAL,9,QB,17071429,74,236,4/21/1980,33,11,Eastern Illinois,"San Diego, CA",california,Hispanic
"Roos, Michael",TEN,71,OL,7166667,79,320,10/5/1982,31,9,Eastern Washington,"Tallin, Estonia",Estonia,White
"Rosario, Dante",DAL,80,TE,780000,75,242,10/25/1984,29,7,Oregon,"Beaverton, OR",oregon,Hispanic
"Ross, Aaron",NYG,31,CB,780000,72,190,9/15/1982,31,7,Texas,"San Antonio, TX",texas,Black
"Ross, Brandian",OAK,29,CB,480000,73,191,9/28/1989,24,2,Youngstown State,"Richmond, VA",virginia,Black
"Ross, Jay",BUF,69,DL,435000,75,319,10/3/1987,26,1,East Carolina,"Wilmington, NC",north carolina,Black
"Ross, Jeremy",GB,10,WR,480000,72,215,3/16/1988,25,1,California,"San Diego, CA",california,Black
"Royal, Eddie",SD,11,WR,,70,185,5/21/1986,27,6,Virginia Tech,"Alexandria, VA",virginia,Black
"Royster, Evan",WAS,22,RB,536918,73,216,11/26/1987,26,3,Penn State,"Fairfax, VA",virginia,Black
"Rubin, Ahtyba",CLE,71,DL,6625000,74,330,7/25/1986,27,6,Iowa State,"Fort Belvoir, VA",virginia,Black
"Rucker, Frostee",ARI,98,DE,905000,75,280,9/14/1983,30,8,USC,"Tustin, CA",california,Black
"Rudolph, Kyle",MIN,82,TE,976791,78,258,11/9/1989,24,3,Notre Dame,"Cincinnati, OH",ohio,White
"Ryan, Jon",SEA,9,P,1516667,72,217,11/26/1981,32,8,Regina (Canada),"Regina, Saskatchewan",Saskatchewan,White
"Ryan, Logan",NE,26,CB,693313,71,191,2/9/1991,22,0,Rutgers,"Berlin, NJ",new jersey,Black
"Ryan, Matt",ATL,2,QB,18958333,76,217,5/17/1985,28,6,Boston College,"Exton, PA",pennsylvania,White
"Ryans, DeMeco",PHI,59,LB,8000000,73,247,7/28/1984,29,8,Alabama,"Bessemer, AL",alabama,Black
"Saffold, Rodger",STL,76,OL,1575000,77,314,6/6/1988,25,4,Indiana,"Bedford, OH",ohio,Black
"Samuda, Josh",MIA,64,OL,480000,75,315,12/23/1988,25,2,Massachusetts,"Birmingham, England",England,Black
"Samuel, Asante",ATL,22,CB,4900000,70,185,1/6/1981,32,11,Central Florida,"Fort Lauderdale, FL",florida,Black
"Sanborn, Garrison",BUF,65,LS,1046667,73,240,7/31/1985,28,5,Florida State,"Tampa, FL",florida,White
"Sanchez, Mark",NYJ,6,QB,11650000,74,225,11/11/1986,27,5,USC,"Long Beach, CA",california,Hispanic
"Sanders, Ace",JAC,18,WR,660362,67,178,11/11/1991,22,0,South Carolina,"Bradenton, FL",florida,Black
"Sanders, Emmanuel",PIT,88,WR,2500000,71,180,3/17/1987,26,4,Southern Methodist,"Bellville, TX",texas,Black
"Sanders, Zebrie",BUF,72,OL,574625,78,320,12/4/1989,24,1,Florida State,"Columbia, SC",south carolina,Black
"Sanford, Jamarca",MIN,33,S,2500000,70,200,8/27/1985,28,5,Mississippi,"Batesville, MS",mississippi,Black
"Sanu, Mohamed",CIN,12,WR,678313,74,210,8/22/1989,24,2,Rutgers,"Sayreville, NJ",new jersey,Black
"Sanzenbacher, Dane",CIN,11,WR,468333,71,184,10/13/1988,25,3,Ohio State,"Maumee, OH",ohio,White
"Sapp, Ricky",NYJ,55,LB,297353,76,252,11/14/1986,27,3,Clemson,"Columbia, SC",south carolina,Black
"Satele, Samson",IND,64,C,3600000,75,300,11/29/1984,29,7,Hawaii,"Kailua, HI",hawaii,Asian/Pacific Islander
"Scafe, Damik",SD,75,DE,4500000,74,300,4/26/1988,25,1,Boston College,"Hartford, CT",connecticut,Mixed
"Scandrick, Orlando",DAL,32,CB,4700000,70,195,2/10/1987,26,6,Boise State,"Los Angeles, CA",california,Black
"Schaub, Matt",HOU,8,QB,13230000,77,240,6/25/1981,32,10,Virginia,"Pittsburgh, PA",pennsylvania,White
"Scheffler, Tony",DET,85,TE,2356500,77,255,2/15/1983,30,8,Western Michigan,"Morenci, MI",michigan,White
"Schillinger, Shann",ATL,29,S,516279,72,200,5/22/1986,27,4,Montana,"Baket, MT",montana,White
"Schlauderaff, Caleb",NYJ,72,OL,536450,76,302,11/7/1987,26,3,Utah,"Shelton, WA",washington,White
"Schofield, O'Brien",SEA,50,DE,1000000,75,242,4/3/1987,26,2,Wisconsin,"Camden, SC",south carolina,Black
"Schraeder, Ryan",ATL,73,OL,,79,300,5/4/1988,25,0,Valdosta State,,,White
"Schwab, Brice",NE,,OL,,79,302,10/4/1989,24,0,Arizona State,,,White
"Schwartz, Geoff",KC,74,OL,700000,78,340,7/11/1986,27,4,Oregon,"Los Angeles, CA",california,White
"Schwartz, Mitchell",CLE,72,OL,1292710,77,320,6/8/1989,24,2,California,"Los Angeles, CA",california,White
"Scifres, Mike",SD,5,P,510000,74,215,10/8/1980,33,11,Western Illinois,"Metairie, LA",louisiana,White
"Scobee, Josh",JAC,10,K,3450000,73,210,6/23/1982,31,10,Louisiana Tech,"Longview, TX",texas,White
"Scott, Bernard",CIN,28,RB,791250,70,195,2/10/1984,29,5,Abilene Christian,"Wichita Falls, TX",texas,Black
"Scott, Da'Rel",NYG,33,RB,523988,71,210,5/26/1988,25,3,Maryland,"Conshohocken, PA",pennsylvania,Black
"Scott, Jonathan",CHI,79,OL,496667,78,318,1/10/1983,30,7,Texas,"Dallas, TX",texas,Black
